MEMBERSHIP_NUMBER,MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,AGENT_CODE,MEMBERSHIP_STATUS
A04753,78,100000,,,,1,TYPE-B,63,0,ANNUAL,1128388,INFORCE
A04754,80,100000,,,,1,TYPE-B,63,0,ANNUAL,1128388,INFORCE
A04755,45,130833,M,M,429996,1,TYPE-B,50,2,ANNUAL,832200,CANCELLED
A04756,22,120000,W,M,,6,TYPE-B,72,0,MONTHLY,343344,INFORCE
A04757,30,100000,M,F,,4,TYPE-B,64,2,ANNUAL,343344,CANCELLED
A04758,22,100000,M,M,,6,TYPE-B,73,2,ANNUAL,343344,INFORCE
A04759,12,100000,M,F,999996,1,TYPE-B,46,3,ANNUAL,1128388,INFORCE
A04760,46,375000,M,M,2499996,1,TYPE-B,48,3,ANNUAL,923455,INFORCE
A04761,51,100000,M,M,900000,1,TYPE-B,44,1,ANNUAL,864399,CANCELLED
A04762,32,100000,M,F,399996,1,TYPE-B,63,1,ANNUAL,437477,INFORCE
A04763,59,100001,M,M,200004,1,TYPE-B,35,2,ANNUAL,159744,INFORCE
A04764,25,100000,M,M,1130004,1,TYPE-B,69,2,ANNUAL,437477,INFORCE
A04765,17,194500,M,M,500004,1,TYPE-B,36,3,ANNUAL,739122,CANCELLED
A04766,49,133424,M,M,699996,1,TYPE-B,45,2,QUARTERLY,832200,INFORCE
A04767,39,200000,M,M,999996,1,TYPE-B,55,1,ANNUAL,739255,CANCELLED
A04768,47,500000,M,F,999996,1,TYPE-B,47,1,ANNUAL,739255,CANCELLED
A04769,12,127000,M,M,200004,1,TYPE-B,40,3,ANNUAL,629011,INFORCE
A04770,45,1000000,M,M,1200000,1,TYPE-B,49,1,ANNUAL,304122,CANCELLED
A04771,49,100000,M,M,399996,1,TYPE-B,46,3,ANNUAL,118500,INFORCE
A04772,27,100000,,F,,NA,TYPE-B,61,0,ANNUAL,864355,INFORCE
A04773,60,100000,M,M,500004,1,TYPE-B,35,3,ANNUAL,1107844,INFORCE
A04774,27,100000,,,,1,TYPE-B,51,0,ANNUAL,1128977,CANCELLED
A04775,29,100000,M,M,350004,1,TYPE-B,65,2,ANNUAL,1126877,INFORCE
A04776,30,100000,M,M,650004,1,TYPE-B,64,1,ANNUAL,870344,CANCELLED
A04777,12,100000,S,M,549996,1,TYPE-B,30,0,SEMI-ANNUAL,1121344,INFORCE
A04778,36,150000,M,F,450000,1,TYPE-B,59,3,ANNUAL,270777,INFORCE
A04779,43,501000,M,M,1400004,1,TYPE-B,51,1,ANNUAL,1128977,CANCELLED
A04780,37,200000,M,M,999996,1,TYPE-B,57,3,ANNUAL,739255,CANCELLED
A04781,37,100000,M,M,999996,1,TYPE-B,57,1,ANNUAL,739255,CANCELLED
A04782,48,107170,M,M,1599996,1,TYPE-B,41,1,ANNUAL,1125366,INFORCE
A04783,27,100000,M,M,900000,1,TYPE-B,44,1,SEMI-ANNUAL,183633,INFORCE
A04784,39,100000,M,M,488004,1,TYPE-B,55,3,ANNUAL,847211,INFORCE
A04785,55,576000,M,M,1500000,1,TYPE-B,39,3,ANNUAL,1119744,INFORCE
A04786,27,100000,W,F,500004,1,TYPE-B,46,0,SEMI-ANNUAL,249488,INFORCE
A04787,51,300000,W,F,549996,1,TYPE-B,43,0,QUARTERLY,1125722,INFORCE
A04788,19,100000,M,F,,6,TYPE-B,76,2,SEMI-ANNUAL,343344,INFORCE
A04789,32,100000,W,F,,6,TYPE-B,63,0,SEMI-ANNUAL,343344,INFORCE
A04790,31,100000,M,F,500004,1,TYPE-B,64,3,ANNUAL,789533,INFORCE
A04791,41,100000,M,M,999996,1,TYPE-B,54,2,ANNUAL,1120966,CANCELLED
A04792,47,300000,M,M,800004,1,TYPE-B,47,2,ANNUAL,739200,INFORCE
A04793,12,100000,,,,1,TYPE-B,59,0,ANNUAL,923488,CANCELLED
A04794,31,100000,M,M,,6,TYPE-B,64,1,SEMI-ANNUAL,343377,INFORCE
A04795,12,105000,S,F,200004,1,TYPE-B,19,0,ANNUAL,47444,INFORCE
A04796,24,120000,M,F,300000,1,TYPE-B,70,2,MONTHLY,348355,INFORCE
A04797,44,500000,S,M,999996,1,TYPE-B,50,0,ANNUAL,508255,CANCELLED
A04798,37,120000,M,M,500004,1,TYPE-B,57,3,MONTHLY,348355,INFORCE
A04799,28,100000,M,F,200004,1,TYPE-B,66,3,ANNUAL,220044,CANCELLED
A04800,12,100000,M,M,300000,1,TYPE-B,44,2,ANNUAL,691588,INFORCE
A04801,12,1000000,M,F,999996,1,TYPE-B,58,2,ANNUAL,1128388,CANCELLED
A04802,12,100000,M,M,847212,1,TYPE-B,50,1,ANNUAL,154488,INFORCE
A04803,47,100000,M,F,650004,1,TYPE-B,47,2,ANNUAL,47444,INFORCE
A04804,22,100000,M,M,480000,1,TYPE-B,47,2,ANNUAL,812211,INFORCE
A04805,71,200000,S,M,500004,1,TYPE-B,22,0,SEMI-ANNUAL,1069899,INFORCE
A04806,22,100000,M,M,480000,1,TYPE-B,47,1,ANNUAL,812211,INFORCE
A04807,28,100000,M,M,,6,TYPE-B,66,1,ANNUAL,220044,CANCELLED
A04808,47,150000,M,M,600000,1,TYPE-B,47,3,ANNUAL,1128588,INFORCE
A04809,61,100000,M,F,200004,1,TYPE-B,33,3,ANNUAL,712700,CANCELLED
A04810,61,100000,M,F,200004,1,TYPE-B,33,2,ANNUAL,712700,CANCELLED
A04811,61,100000,M,F,200004,1,TYPE-B,33,2,ANNUAL,712700,CANCELLED
A04812,37,1500000,M,F,3999996,1,TYPE-B,57,1,ANNUAL,843633,INFORCE
A04813,12,100000,,,,1,TYPE-B,18,3,ANNUAL,872077,INFORCE
A04814,12,100000,,,,1,TYPE-B,18,2,ANNUAL,872077,INFORCE
A04815,25,100000,M,M,369996,1,TYPE-B,70,3,ANNUAL,712700,CANCELLED
A04816,25,100000,M,F,500004,1,TYPE-B,70,1,ANNUAL,712700,CANCELLED
A04817,61,100000,M,F,200004,1,TYPE-B,33,1,ANNUAL,712700,CANCELLED
A04818,32,600000,S,M,1200000,1,TYPE-B,62,0,SEMI-ANNUAL,533844,CANCELLED
A04819,27,100000,M,M,800004,1,TYPE-B,44,2,ANNUAL,879988,INFORCE
A04820,25,100000,M,M,,6,TYPE-B,69,1,SEMI-ANNUAL,343488,INFORCE
A04821,12,200000,M,F,330000,1,TYPE-B,29,2,ANNUAL,879055,INFORCE
A04822,27,150000,,,,6,TYPE-B,62,0,ANNUAL,879988,CANCELLED
A04823,27,1000000,,,,1,TYPE-B,53,0,ANNUAL,1128188,INFORCE
A04824,43,100000,M,F,800004,1,TYPE-B,51,2,ANNUAL,739122,INFORCE
A04825,17,150000,M,M,600000,1,TYPE-B,27,1,ANNUAL,739122,CANCELLED
A04826,56,100000,M,F,500004,1,TYPE-B,38,1,ANNUAL,188777,CANCELLED
A04827,18,100000,M,M,600000,1,TYPE-B,77,3,ANNUAL,637844,INFORCE
A04828,53,100000,M,M,699996,1,TYPE-B,41,1,ANNUAL,679211,INFORCE
A04829,34,100000,W,F,350004,1,TYPE-B,60,0,ANNUAL,771300,INFORCE
A04830,12,100000,M,M,300000,1,TYPE-B,39,1,ANNUAL,629477,CANCELLED
A04831,34,200000,M,M,,6,TYPE-B,60,3,ANNUAL,729522,INFORCE
A04832,31,100000,M,M,800004,1,TYPE-B,63,3,ANNUAL,471366,INFORCE
A04833,12,120000.96,M,M,399000,1,TYPE-B,47,3,MONTHLY,750266,CANCELLED
A04834,46,100000,M,M,500004,1,TYPE-B,48,2,SEMI-ANNUAL,188777,INFORCE
A04835,27,180000,M,M,300000,1,TYPE-B,44,1,SEMI-ANNUAL,183611,CANCELLED
A04836,27,150000,M,M,450000,1,TYPE-B,48,3,ANNUAL,890222,CANCELLED
A04837,50,100000,M,M,800004,1,TYPE-B,44,2,ANNUAL,808722,INFORCE
A04838,48,125000,M,M,470004,1,TYPE-B,47,1,ANNUAL,355588,INFORCE
A04839,36,100000,M,F,,4,TYPE-B,58,1,ANNUAL,343344,INFORCE
A04840,24,200000,M,M,,6,TYPE-B,70,2,ANNUAL,343344,INFORCE
A04841,58,750000,M,M,750000,1,TYPE-B,37,3,ANNUAL,587177,CANCELLED
A04842,45,200000,M,M,2000004,1,TYPE-B,50,1,ANNUAL,1127200,INFORCE
A04843,61,100000,M,M,399996,1,TYPE-B,33,2,ANNUAL,347877,INFORCE
A04844,48,100000,M,M,1800000,1,TYPE-B,46,3,ANNUAL,910399,INFORCE
A04845,12,200010,,,,1,TYPE-B,56,0,ANNUAL,9500,INFORCE
A04846,55,250000,M,M,300000,1,TYPE-B,40,1,ANNUAL,706733,INFORCE
A04847,27,100000,M,F,399996,1,TYPE-B,39,2,ANNUAL,734211,INFORCE
A04848,28,100000,W,F,,6,TYPE-B,66,0,ANNUAL,343344,INFORCE
A04849,47,100000,M,M,200004,1,TYPE-B,47,1,ANNUAL,343344,INFORCE
A04850,39,500000,M,M,1688112,1,TYPE-B,55,1,ANNUAL,1130944,INFORCE
A04851,39,500000,M,M,1688124,1,TYPE-B,55,3,ANNUAL,1130944,INFORCE
A04852,71,200000,S,M,500004,1,TYPE-B,22,0,SEMI-ANNUAL,1069899,INFORCE
A04853,71,200000,S,F,1023276,1,TYPE-B,21,0,ANNUAL,587177,CANCELLED
A04854,71,200000,S,F,1023276,1,TYPE-B,21,0,ANNUAL,587177,CANCELLED
A04855,71,200000,S,F,1023276,1,TYPE-B,21,0,ANNUAL,587177,CANCELLED
A04856,25,125000,M,M,600000,1,TYPE-B,70,1,ANNUAL,1122600,INFORCE
A04857,54,3400000,M,M,159999996,1,TYPE-B,41,3,ANNUAL,1027144,INFORCE
A04858,49,400000,M,F,549996,1,TYPE-B,45,2,SEMI-ANNUAL,1095299,CANCELLED
A04859,25,300000,M,M,,6,TYPE-B,69,2,SEMI-ANNUAL,309877,CANCELLED
A04860,39,500000,M,M,1688124,1,TYPE-B,55,3,ANNUAL,1130944,INFORCE
A04861,39,500000,M,M,1688124,1,TYPE-B,55,3,ANNUAL,1130944,INFORCE
A04862,17,100514.23,,,,1,TYPE-A,54,0,ANNUAL,1069899,INFORCE
A04863,12,100000,M,M,1299996,1,TYPE-B,39,2,ANNUAL,801377,INFORCE
A04864,55,250000,M,M,300000,1,TYPE-B,40,3,ANNUAL,706733,CANCELLED
A04865,34,200000,M,M,,6,TYPE-B,60,3,ANNUAL,729522,INFORCE
A04866,17,100516.26,M,F,300000,1,TYPE-A,52,3,ANNUAL,1065833,CANCELLED
A04867,17,188000.74,M,M,800004,1,TYPE-A,37,3,SEMI-ANNUAL,1069899,INFORCE
A04868,22,100000,M,M,450000,1,TYPE-B,34,1,ANNUAL,1131077,INFORCE
A04869,17,100514.23,,,,6,TYPE-A,69,1,ANNUAL,1069899,CANCELLED
A04870,34,108000,W,F,350004,1,TYPE-B,60,0,ANNUAL,771300,CANCELLED
A04871,22,101000,M,M,300000,1,TYPE-B,37,2,ANNUAL,1123633,INFORCE
A04872,22,120000.96,M,F,399996,1,TYPE-B,48,1,MONTHLY,343344,INFORCE
A04873,47,1250050,M,F,2000004,1,TYPE-B,47,1,ANNUAL,1127233,CANCELLED
A04874,47,1250050,M,F,2000004,1,TYPE-B,47,1,ANNUAL,1127233,CANCELLED
A04875,45,1250050,M,M,2000004,1,TYPE-B,49,3,ANNUAL,1127233,CANCELLED
A04876,45,1250050,M,M,2000004,1,TYPE-B,49,2,ANNUAL,1127233,CANCELLED
A04877,22,100000,M,F,350004,1,TYPE-B,36,2,SEMI-ANNUAL,511177,CANCELLED
A04878,17,180003.84,M,M,500004,1,TYPE-A,37,2,MONTHLY,1069899,CANCELLED
A04879,27,200000,M,M,1249992,1,TYPE-B,48,2,SEMI-ANNUAL,309877,CANCELLED
A04880,17,201029.37,,,,1,TYPE-A,40,0,ANNUAL,1003666,CANCELLED
A04881,17,100514.2,M,M,249996,1,TYPE-A,39,1,ANNUAL,1069899,CANCELLED
A04882,12,200000,M,F,330000,1,TYPE-B,29,2,ANNUAL,879055,INFORCE
A04883,17,112923.6,,M,,1,TYPE-A,54,0,ANNUAL,225699,CANCELLED
A04884,22,100000,M,M,399996,1,TYPE-B,48,3,ANNUAL,1115866,INFORCE
A04885,22,150000,,F,,1,TYPE-B,63,0,ANNUAL,563644,INFORCE
A04886,22,100000,M,M,300000,1,TYPE-B,39,1,ANNUAL,1113555,CANCELLED
A04887,22,400000,,M,,1,TYPE-B,55,2,ANNUAL,1136499,INFORCE
A04888,17,100514.17,M,F,450000,1,TYPE-A,51,2,ANNUAL,1123655,INFORCE
A04889,22,250002,M,M,1200000,1,TYPE-B,38,3,MONTHLY,848411,CANCELLED
A04890,22,100000,S,F,300000,1,TYPE-B,22,0,ANNUAL,983399,CANCELLED
A04891,17,201029.37,,M,,1,TYPE-A,40,0,ANNUAL,1003666,CANCELLED
A04892,22,100000,S,M,1241004,1,TYPE-B,24,0,ANNUAL,1048922,INFORCE
A04893,22,126000,M,F,333000,1,TYPE-B,42,1,ANNUAL,1137699,CANCELLED
A04894,17,111570.96,,M,,1,TYPE-A,48,0,ANNUAL,1141444,INFORCE
A04895,17,100515.24,M,M,,6,TYPE-A,47,3,ANNUAL,1065833,CANCELLED
A04896,22,150000,S,M,920004,1,TYPE-B,30,0,QUARTERLY,842788,CANCELLED
A04897,22,140000,,F,,1,TYPE-B,48,0,ANNUAL,1132266,CANCELLED
A04898,17,100515.25,M,M,450000,1,TYPE-A,35,1,ANNUAL,739188,CANCELLED
A04899,17,120007.8,M,F,399996,1,TYPE-A,36,1,ANNUAL,531077,INFORCE
A04900,17,100061.23,M,M,300000,1,TYPE-A,45,1,ANNUAL,383666,INFORCE
A04901,17,100515.24,M,M,999996,1,TYPE-A,47,1,ANNUAL,739255,CANCELLED
A04902,12,100002,M,M,999996,1,TYPE-B,60,1,SEMI-ANNUAL,723833,INFORCE
A04903,12,153845,,M,,1,TYPE-B,83,0,ANNUAL,806100,CANCELLED
A04904,17,125753,M,F,379992,1,TYPE-A,30,1,ANNUAL,1069899,INFORCE
A04905,17,199998.78,M,M,849996,1,TYPE-A,36,3,SEMI-ANNUAL,1038455,INFORCE
A04906,17,100000.53,M,M,480000,1,TYPE-A,43,1,ANNUAL,1003666,INFORCE
A04907,17,160000.32,S,F,699996,1,TYPE-A,22,0,SEMI-ANNUAL,1069899,INFORCE
A04908,22,120000.96,M,M,399996,1,TYPE-B,33,3,MONTHLY,343344,INFORCE
A04909,17,150772.03,,F,,1,TYPE-A,59,0,ANNUAL,637844,CANCELLED
A04910,17,100514.23,S,M,450000,1,TYPE-A,30,0,ANNUAL,597099,INFORCE
A04911,22,100000,M,M,450000,1,TYPE-B,40,3,ANNUAL,1147344,INFORCE
A04912,17,100000.5,M,M,240000,1,TYPE-A,46,1,SEMI-ANNUAL,910399,INFORCE
A04913,12,230764.44,M,M,600000,1,TYPE-B,51,1,MONTHLY,659844,CANCELLED
A04914,12,184505.16,S,F,600000,1,TYPE-B,49,0,MONTHLY,508255,CANCELLED
A04915,17,140000.06,,M,,1,TYPE-A,64,3,SEMI-ANNUAL,1132133,CANCELLED
A04916,12,153800,,F,,1,TYPE-B,62,1,ANNUAL,955599,CANCELLED
A04917,17,100492.81,,F,,1,TYPE-A,54,0,ANNUAL,910399,INFORCE
A04918,17,100000.54,M,M,699996,1,TYPE-A,33,3,ANNUAL,1003666,INFORCE
A04919,17,100000.54,M,M,699996,1,TYPE-A,33,2,ANNUAL,1003666,INFORCE
A04920,17,301552.73,M,M,699996,1,TYPE-A,48,2,ANNUAL,739199,CANCELLED
A04921,22,120000.96,,M,,1,TYPE-B,57,0,MONTHLY,1147155,CANCELLED
A04922,17,100514.79,,F,,1,TYPE-A,59,0,ANNUAL,637844,CANCELLED
A04923,22,200000,,M,,1,TYPE-B,62,0,ANNUAL,1084700,CANCELLED
A04924,17,119999.7,,M,,1,TYPE-A,43,3,SEMI-ANNUAL,910399,INFORCE
A04925,12,153800,M,M,999996,1,TYPE-B,33,2,SEMI-ANNUAL,1112466,CANCELLED
A04926,17,100514.17,M,M,1299996,5,TYPE-A,55,3,ANNUAL,1127100,INFORCE
A04927,12,100000,,M,,1,TYPE-B,64,0,ANNUAL,969622,INFORCE
A04928,12,100000,,F,,1,TYPE-B,80,0,ANNUAL,758088,INFORCE
A04929,17,100515.26,M,M,549996,1,TYPE-A,53,3,ANNUAL,1149511,CANCELLED
A04930,12,119900,,F,,1,TYPE-B,62,2,ANNUAL,261500,CANCELLED
A04931,17,100515.25,S,M,500004,1,TYPE-A,30,0,ANNUAL,1003666,CANCELLED
A04932,12,153003.06,M,M,1749996,1,TYPE-B,58,2,ANNUAL,1089600,CANCELLED
A04933,12,100000.98,M,M,1099992,1,TYPE-B,52,2,SEMI-ANNUAL,873933,INFORCE
A04934,12,100000,,F,,1,TYPE-B,48,0,ANNUAL,1132266,CANCELLED
A04935,12,100000,S,M,350004,1,TYPE-B,23,0,SEMI-ANNUAL,671644,CANCELLED
A04936,12,100003,,M,,1,TYPE-B,64,2,SEMI-ANNUAL,781733,INFORCE
A04937,12,150000,,M,,1,TYPE-B,57,0,ANNUAL,428744,CANCELLED
A04938,12,200000,,M,,1,TYPE-B,55,0,ANNUAL,435688,CANCELLED
A04939,12,250005,S,F,650004,1,TYPE-B,60,0,ANNUAL,1127299,CANCELLED
A04940,12,150000,M,M,399996,1,TYPE-B,43,3,ANNUAL,1138899,INFORCE
A04941,12,100000.99,M,M,300000,1,TYPE-B,47,1,ANNUAL,813266,INFORCE
A04942,12,100001,M,M,350004,1,TYPE-B,53,1,ANNUAL,1143544,INFORCE
A04943,17,100515.25,M,F,800004,1,TYPE-A,28,2,ANNUAL,1003666,CANCELLED
A04944,17,100515.25,M,F,799992,1,TYPE-A,28,2,ANNUAL,1003666,CANCELLED
A04945,17,201221.36,M,M,699996,1,TYPE-A,41,3,ANNUAL,739199,INFORCE
A04946,12,200000,,M,,1,TYPE-B,59,0,ANNUAL,261500,INFORCE
A04947,12,100002,M,M,349992,1,TYPE-B,55,3,ANNUAL,1143744,INFORCE
A04948,12,200000,,M,,1,TYPE-B,59,0,ANNUAL,91799,INFORCE
A04949,12,300000,,F,,4,TYPE-B,45,0,ANNUAL,859966,INFORCE
A04950,12,500010,W,F,500004,1,TYPE-B,60,0,ANNUAL,718711,CANCELLED
A04951,12,120003.36,,M,,1,TYPE-B,57,1,MONTHLY,1147155,CANCELLED
A04952,12,100000.99,S,F,450000,1,TYPE-B,55,0,ANNUAL,1125044,INFORCE
A04953,12,100002,M,M,120000,1,TYPE-B,60,3,ANNUAL,261500,INFORCE
A04954,12,100002,M,F,800004,1,TYPE-B,58,3,ANNUAL,923422,CANCELLED
A04955,12,100000.99,M,M,1200000,5,TYPE-B,53,2,ANNUAL,244133,INFORCE
A04956,12,100000,S,M,600000,1,TYPE-B,28,0,ANNUAL,1113444,INFORCE
A04957,17,100510.09,,M,,1,TYPE-A,61,0,ANNUAL,1132866,CANCELLED
A04958,12,100002,M,M,300000,1,TYPE-B,62,1,ANNUAL,1151099,INFORCE
A04959,12,200000,M,M,6300000,1,TYPE-B,34,2,ANNUAL,39766,CANCELLED
A04960,12,100000,,F,,1,TYPE-B,40,0,ANNUAL,461211,CANCELLED
A04961,12,500010,M,M,3000000,1,TYPE-B,54,3,SEMI-ANNUAL,1126299,INFORCE
A04962,22,100000,S,M,500004,1,TYPE-B,33,0,ANNUAL,792622,CANCELLED
A04963,17,100514.23,,F,,1,TYPE-A,54,0,ANNUAL,910399,CANCELLED
A04964,12,100200.72,M,M,500004,1,TYPE-B,34,3,MONTHLY,848411,INFORCE
A04965,17,105221.03,M,M,800004,1,TYPE-A,38,1,ANNUAL,832244,INFORCE
A04966,17,100515.26,M,M,999996,1,TYPE-A,48,3,ANNUAL,739255,CANCELLED
A04967,12,100000,M,F,350004,1,TYPE-B,41,1,ANNUAL,853411,INFORCE
A04968,12,100000,M,M,450000,1,TYPE-B,44,2,ANNUAL,296411,CANCELLED
A04969,22,120000,M,M,350004,1,TYPE-B,30,3,ANNUAL,58877,INFORCE
A04970,12,100000,M,F,999996,1,TYPE-B,39,2,ANNUAL,839655,INFORCE
A04971,17,100513.04,,M,,1,TYPE-A,57,3,SEMI-ANNUAL,1132322,CANCELLED
A04972,12,100000,M,M,450000,1,TYPE-B,36,3,ANNUAL,806911,INFORCE
A04973,17,100514.2,M,M,999996,1,TYPE-A,41,2,ANNUAL,834266,INFORCE
A04974,12,100000,,M,,6,TYPE-B,62,3,ANNUAL,689166,CANCELLED
A04975,12,600004.8,M,M,2000004,1,TYPE-B,41,3,MONTHLY,614377,CANCELLED
A04976,12,230004.6,S,M,999996,1,TYPE-B,50,0,ANNUAL,755699,CANCELLED
A04977,22,120000.96,M,M,800004,1,TYPE-B,40,2,MONTHLY,1142711,CANCELLED
A04978,12,200001,,M,,1,TYPE-B,50,0,ANNUAL,614377,INFORCE
A04979,12,100000,,M,,1,TYPE-B,36,0,ANNUAL,1107333,INFORCE
A04980,17,502573.99,M,M,999996,1,TYPE-A,36,2,ANNUAL,739255,INFORCE
A04981,17,100514.23,M,M,699996,1,TYPE-A,37,3,ANNUAL,1123633,CANCELLED
A04982,12,200000,,F,,1,TYPE-B,44,0,ANNUAL,614377,INFORCE
A04983,17,160000,M,M,999996,1,TYPE-B,26,2,ANNUAL,739255,CANCELLED
A04984,12,100002,M,M,800004,1,TYPE-B,47,3,ANNUAL,599266,INFORCE
A04985,12,150001.2,S,M,2400000,1,TYPE-B,40,0,MONTHLY,1144344,INFORCE
A04986,12,100000,M,M,750000,1,TYPE-B,38,3,SEMI-ANNUAL,1142099,INFORCE
A04987,12,200000,,F,,1,TYPE-B,48,0,ANNUAL,1128977,CANCELLED
A04988,12,150000,M,M,800004,1,TYPE-B,46,1,ANNUAL,442788,CANCELLED
A04989,12,180003.6,M,M,350004,1,TYPE-B,51,3,ANNUAL,925400,CANCELLED
A04990,12,100000,M,M,450000,1,TYPE-B,36,3,ANNUAL,806911,CANCELLED
A04991,12,200004,M,M,1200000,1,TYPE-B,62,1,ANNUAL,493488,CANCELLED
A04992,12,150010,M,M,999996,5,TYPE-B,46,1,ANNUAL,825522,CANCELLED
A04993,17,100001.44,M,M,800004,1,TYPE-A,40,2,QUARTERLY,1152977,CANCELLED
A04994,17,150772.28,M,M,999996,1,TYPE-A,48,2,ANNUAL,739255,CANCELLED
A04995,17,203099.96,M,M,2000004,1,TYPE-A,51,1,ANNUAL,882800,CANCELLED
A04996,17,100514.06,,M,,1,TYPE-A,65,0,SEMI-ANNUAL,1132277,CANCELLED
A04997,12,120000.96,,M,,1,TYPE-B,58,0,MONTHLY,1122822,CANCELLED
A04998,12,250001,S,M,1200000,1,TYPE-B,44,0,ANNUAL,1075544,INFORCE
A04999,34,377473.42,M,M,7207992,1,TYPE-A,45,1,ANNUAL,849666,CANCELLED
A05000,12,100002,M,M,999996,1,TYPE-B,60,1,ANNUAL,923488,CANCELLED
A05001,12,100000,M,F,500004,1,TYPE-B,30,1,ANNUAL,202200,CANCELLED
A05002,12,111002.22,S,F,1205004,1,TYPE-B,58,0,ANNUAL,720444,INFORCE
A05003,12,100000,M,M,750000,1,TYPE-B,38,3,SEMI-ANNUAL,1142099,INFORCE
A05004,17,100514.2,M,M,399996,1,TYPE-A,41,2,ANNUAL,910399,CANCELLED
A05005,12,100002,M,M,1200000,1,TYPE-B,56,3,ANNUAL,1143544,INFORCE
A05006,17,199998.97,,M,,6,TYPE-A,75,0,ANNUAL,910399,INFORCE
A05007,12,100000,,M,,6,TYPE-B,77,0,ANNUAL,629933,INFORCE
A05008,12,100002,M,M,1200000,1,TYPE-B,54,2,ANNUAL,274399,INFORCE
A05009,12,200000,M,F,399996,1,TYPE-B,44,3,ANNUAL,872033,CANCELLED
A05010,17,100515.25,S,M,450000,1,TYPE-A,25,0,ANNUAL,1003666,CANCELLED
A05011,12,100000.99,M,M,999996,1,TYPE-B,60,2,ANNUAL,225699,INFORCE
A05012,17,201029.44,M,F,300000,1,TYPE-A,48,3,ANNUAL,951388,CANCELLED
A05013,12,154003.08,M,M,1500000,1,TYPE-B,51,3,ANNUAL,831344,INFORCE
A05014,12,250000,M,M,699996,1,TYPE-B,22,2,SEMI-ANNUAL,1148055,INFORCE
A05015,17,276415.05,,M,,1,TYPE-A,38,2,ANNUAL,1076900,CANCELLED
A05016,12,100000,M,F,150000,1,TYPE-B,35,1,ANNUAL,773733,INFORCE
A05017,12,100000,,F,,1,TYPE-B,52,0,SEMI-ANNUAL,876999,CANCELLED
A05018,12,100000,D,F,350004,1,TYPE-B,44,0,ANNUAL,808166,CANCELLED
A05019,12,100000,M,M,260004,5,TYPE-B,43,2,SEMI-ANNUAL,1068399,CANCELLED
A05020,12,100000,M,M,900000,1,TYPE-B,33,2,ANNUAL,794877,CANCELLED
A05021,23,117690.12,M,M,999996,1,TYPE-A,56,3,MONTHLY,22566,CANCELLED
A05022,12,135002.7,M,M,275004,1,TYPE-B,62,3,ANNUAL,1078544,INFORCE
A05023,12,100000,,M,,1,TYPE-B,39,0,ANNUAL,1154988,INFORCE
A05024,12,100000,,M,,1,TYPE-B,43,0,ANNUAL,682711,INFORCE
A05025,12,300006,S,M,900000,1,TYPE-B,62,0,ANNUAL,1003666,INFORCE
A05026,12,150000,S,F,990000,1,TYPE-B,40,0,ANNUAL,1107622,INFORCE
A05027,12,100002,M,F,1500000,1,TYPE-B,50,2,QUARTERLY,1131166,CANCELLED
A05028,12,100000,,M,,1,TYPE-B,76,0,ANNUAL,626188,CANCELLED
A05029,12,102000.72,,M,,1,TYPE-B,75,0,MONTHLY,708822,CANCELLED
A05030,12,199999,M,F,1950000,1,TYPE-B,39,3,ANNUAL,1089600,CANCELLED
A05031,12,151003.02,M,M,500004,1,TYPE-B,47,2,ANNUAL,600855,CANCELLED
A05032,12,175000,M,M,1200000,1,TYPE-B,40,2,ANNUAL,1082922,INFORCE
A05033,12,150000,M,F,800004,1,TYPE-B,36,2,ANNUAL,1122977,CANCELLED
A05034,17,149999.26,M,M,750000,1,TYPE-A,44,3,ANNUAL,910399,INFORCE
A05035,12,300002.4,,M,,1,TYPE-B,41,3,MONTHLY,664844,INFORCE
A05036,12,150000,M,M,450000,1,TYPE-B,46,2,ANNUAL,1124388,CANCELLED
A05037,12,150004.2,M,M,3600000,1,TYPE-B,47,2,MONTHLY,571822,INFORCE
A05038,17,120618.06,,M,,1,TYPE-A,62,3,ANNUAL,910399,CANCELLED
A05039,12,150001.2,,M,,1,TYPE-B,37,0,MONTHLY,1135311,INFORCE
A05040,12,100001.76,M,M,399996,1,TYPE-B,53,2,MONTHLY,846600,INFORCE
A05041,17,100514.23,,F,,1,TYPE-A,47,0,ANNUAL,372899,INFORCE
A05042,17,100514.2,M,M,800004,1,TYPE-A,46,1,ANNUAL,1123655,CANCELLED
A05043,12,240001.92,M,M,999996,1,TYPE-B,46,3,MONTHLY,939377,INFORCE
A05044,17,392007.38,M,M,2300004,1,TYPE-A,36,2,ANNUAL,898822,CANCELLED
A05045,12,120002.4,M,M,2000004,1,TYPE-B,53,1,SEMI-ANNUAL,1128188,CANCELLED
A05046,12,100002,,M,,1,TYPE-B,58,3,ANNUAL,793255,INFORCE
A05047,12,100000.8,S,M,350004,1,TYPE-B,24,0,MONTHLY,382744,CANCELLED
A05048,12,100000,M,M,900000,1,TYPE-B,42,2,ANNUAL,188777,INFORCE
A05049,22,100000,M,M,350004,1,TYPE-B,46,1,QUARTERLY,1142899,CANCELLED
